video_game,price,kind,link,devoloper,platform,type
Nioh 2: The Tengu's Disciple,"80,99 €",Strategy,https://sandbox.oxylabs.io/products/1488, Team Ninja,N/A,multiplayer
Mega Man Legacy Collection 2,"82,99 €",Real-Time,https://sandbox.oxylabs.io/products/1489, Capcom,N/A,singleplayer
Toukiden 2,"75,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/1490, Koei Tecmo Games,N/A,multiplayer
Ar nosurge Plus: Ode to an Unborn Star,"83,99 €",General,https://sandbox.oxylabs.io/products/1491, Gust,N/A,singleplayer
Three Fourths Home,"54,99 €",Strategy,https://sandbox.oxylabs.io/products/1492, [bracket]games,N/A,singleplayer
BlazBlue: Continuum Shift II,"66,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1493, Arc System Works,N/A,multiplayer
Tomena Sanner,"83,99 €",Historic,https://sandbox.oxylabs.io/products/1494, Konami,N/A,multiplayer
Star Wars Galaxies: Jump to Lightspeed,"65,99 €",Sports,https://sandbox.oxylabs.io/products/1495, Sony Online Entertainment,N/A,multiplayer
Shining Force: Resurrection of the Dark Dragon,"87,99 €",Traditional,https://sandbox.oxylabs.io/products/1496, Amusement Vision,N/A,singleplayer
Guilty Gear Judgment,"67,99 €",Volleyball,https://sandbox.oxylabs.io/products/1497, Arc System Works,N/A,multiplayer
Law & Order: Justice Is Served,"60,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1498, Legacy Interactive,N/A,singleplayer
"Warhammer 40,000: Dawn of War III","46,99 €",Action RPG,https://sandbox.oxylabs.io/products/1499, Relic,N/A,multiplayer
Cognition: An Erica Reed Thriller Episode 3 - The Oracle,"75,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1500, Phoenix Online Studios,N/A,singleplayer
Overcooked!: Special Edition,"78,99 €",Modern,https://sandbox.oxylabs.io/products/1501, Team17,N/A,
Borderlands 3: Bounty of Blood,"58,99 €",General,https://sandbox.oxylabs.io/products/1502, Gearbox Software,N/A,multiplayer
The Keep,"76,99 €",Driving,https://sandbox.oxylabs.io/products/1503, Cinemax,N/A,
LEGO Star Wars,"70,99 €",Racing,https://sandbox.oxylabs.io/products/1504, Traveller's Tales,N/A,multiplayer
The Sims Medieval,"60,99 €",Simulation,https://sandbox.oxylabs.io/products/1505, The Sims Studio,N/A,singleplayer
TERA,"68,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1506, Bluehole Studio,N/A,multiplayer
LISA,"86,99 €",General,https://sandbox.oxylabs.io/products/1507, Dingaling,N/A,singleplayer
Risk of Rain,"81,99 €",Virtual,https://sandbox.oxylabs.io/products/1508, Chucklefish,N/A,
Garou: Mark of the Wolves,"88,99 €",Virtual Life,https://sandbox.oxylabs.io/products/1509, SNK Playmore,N/A,multiplayer
Pangya Fantasy Golf,"72,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1510, Ntreev Soft,N/A,
Tales of Graces f,"85,99 €",Massively Multiplayer Online,https://sandbox.oxylabs.io/products/1511, Namco Bandai Games,N/A,singleplayer
Klonoa,"82,99 €",Massively Multiplayer,https://sandbox.oxylabs.io/products/1512, Paon Corporation,N/A,singleplayer
Spintires: MudRunner,"68,99 €",Fantasy,https://sandbox.oxylabs.io/products/1513, Saber Interactive,N/A,multiplayer
Disney's Kim Possible 2: Drakken's Demise,"80,99 €",Action,https://sandbox.oxylabs.io/products/1514, Artificial Mind and Movement,N/A,singleplayer
Brute Force,"80,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1515, Digital Anvil,N/A,multiplayer
Doom II,"88,99 €",General,https://sandbox.oxylabs.io/products/1516, Torus Games,N/A,multiplayer
Legacy of Kain: Soul Reaver 2,"88,99 €",General,https://sandbox.oxylabs.io/products/1517, Crystal Dynamics,N/A,singleplayer
Dark Reign 2,"71,99 €",Action,https://sandbox.oxylabs.io/products/1518, Pandemic Studios,N/A,multiplayer
A World of Keflings,"69,99 €",Platformer,https://sandbox.oxylabs.io/products/1519, NinjaBee,N/A,
Mega Man X5,"89,99 €",2D,https://sandbox.oxylabs.io/products/1520, Capcom,N/A,singleplayer
Tomb Raider III,"81,99 €",Action,https://sandbox.oxylabs.io/products/1521, Core Design Ltd.,N/A,singleplayer
Endless Ocean: Blue World,"85,99 €",General,https://sandbox.oxylabs.io/products/1522, Arika,N/A,
NBA 2K22,"46,99 €",Fighting,https://sandbox.oxylabs.io/products/1523, Visual Concepts,N/A,
Half-Minute Hero: Super Mega Neo Climax,"80,99 €",2D,https://sandbox.oxylabs.io/products/1524, Opus,N/A,
Mario vs. Donkey Kong 2: March of the Minis,"79,99 €",Sports,https://sandbox.oxylabs.io/products/1525, Nintendo,N/A,singleplayer
Star Wars: Battlefront (2004),"83,99 €",Traditional,https://sandbox.oxylabs.io/products/1526, Pandemic Studios,N/A,multiplayer
Resonance,"76,99 €",Individual,https://sandbox.oxylabs.io/products/1527, xii games,N/A,
SingStar Legends,"68,99 €",Golf,https://sandbox.oxylabs.io/products/1528, SCEE London Studio,N/A,
LEGO Builder's Journey,"76,99 €",Arcade,https://sandbox.oxylabs.io/products/1529, Light Brick,N/A,singleplayer
Dance Dance Revolution Extreme 2,"88,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1530, Konami Computer Entertainment Hawaii,N/A,multiplayer
Hob: The Definitive Edition,"75,99 €",Console-style RPG,https://sandbox.oxylabs.io/products/1531, Panic Button,N/A,singleplayer
Operencia: The Stolen Sun,"63,99 €",Action RPG,https://sandbox.oxylabs.io/products/1532, Zen Studios,N/A,singleplayer
Old Man's Journey,"65,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/1533, Broken Rules,N/A,singleplayer
GoD Factory: Wingmen,"66,99 €",Action,https://sandbox.oxylabs.io/products/1534, Nine Dots Studio,N/A,
Escape Goat 2,"75,99 €",Adventure,https://sandbox.oxylabs.io/products/1535, MagicalTimeBean,N/A,singleplayer
Shift Extended,"75,99 €",General,https://sandbox.oxylabs.io/products/1536, Zallag,N/A,
Plain Sight,"74,99 €",Action,https://sandbox.oxylabs.io/products/1537, Beatnik Games,N/A,
Street Fighter II' Hyper Fighting,"69,99 €",General,https://sandbox.oxylabs.io/products/1538, Sensory Sweep,N/A,multiplayer
Spider-Man: The Movie,"77,99 €","""Beat-Em-Up""",https://sandbox.oxylabs.io/products/1539, Treyarch,N/A,singleplayer
Pokemon Art Academy,"77,99 €",3D,https://sandbox.oxylabs.io/products/1540, Headstrong Games,N/A,singleplayer
Green Day: Rock Band,"62,99 €",Action,https://sandbox.oxylabs.io/products/1541, Harmonix Music Systems,N/A,
Tethered,"74,99 €",Fighting,https://sandbox.oxylabs.io/products/1542, Secret Sorcery,N/A,
Imperator: Rome,"49,99 €",2D,https://sandbox.oxylabs.io/products/1543, Paradox Development Studio,N/A,multiplayer
Pacific Fighters,"75,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1544, 1C,N/A,multiplayer
Save me Mr Tako: Definitive Edition,"76,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/1545, Christophe Galati,N/A,singleplayer
Tropico 6,"70,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1546, Limbic Entertainment,N/A,multiplayer
Hob,"75,99 €",General,https://sandbox.oxylabs.io/products/1547, Runic Games,N/A,singleplayer
Master X Master,"76,99 €",Edutainment,https://sandbox.oxylabs.io/products/1548, NCSOFT,N/A,
Suikoden Tierkreis,"78,99 €",Action,https://sandbox.oxylabs.io/products/1549, Konami,N/A,multiplayer
Disney's Extreme Skate Adventure,"73,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1550, Toys for Bob,N/A,multiplayer
Total War: Rome II,"43,99 €",Rhythm,https://sandbox.oxylabs.io/products/1551, Creative Assembly,N/A,
Solatorobo: Red the Hunter,"85,99 €",Music,https://sandbox.oxylabs.io/products/1552, CyberConnect2,N/A,
Bone: The Great Cow Race,"69,99 €",Action,https://sandbox.oxylabs.io/products/1553, Telltale Games,N/A,singleplayer
Sniper Elite VR,"63,99 €",General,https://sandbox.oxylabs.io/products/1554, Rebellion,N/A,singleplayer
Aion,"66,99 €",Strategy,https://sandbox.oxylabs.io/products/1555, NCSOFT,N/A,multiplayer
Bloodroots,"61,99 €",Real-Time,https://sandbox.oxylabs.io/products/1556, Paper Cult,N/A,singleplayer
Pirates of the Burning Sea,"76,99 €",General,https://sandbox.oxylabs.io/products/1557, Flying Lab Software,N/A,multiplayer
Tales of Phantasia,"80,99 €",Simulation,https://sandbox.oxylabs.io/products/1558, Namco,N/A,singleplayer
Luckslinger,"70,99 €",Flight,https://sandbox.oxylabs.io/products/1559, Duckbridge,N/A,singleplayer
Gradius Collection,"80,99 €",WWII,https://sandbox.oxylabs.io/products/1560, M2,N/A,singleplayer
SoulCalibur II HD Online,"78,99 €",Combat,https://sandbox.oxylabs.io/products/1561, Project Soul,N/A,
Peggle Nights,"76,99 €",Action,https://sandbox.oxylabs.io/products/1562, PopCap,N/A,
Obduction,"76,99 €",Platformer,https://sandbox.oxylabs.io/products/1563, Cyan Worlds,N/A,singleplayer
Ratchet & Clank: Into the Nexus,"82,99 €",2D,https://sandbox.oxylabs.io/products/1564, Insomniac Games,N/A,singleplayer
.hack//Mutation Part 2,"85,99 €",Strategy,https://sandbox.oxylabs.io/products/1565, CyberConnect2,N/A,singleplayer
Final Fantasy II Pixel Remaster,"38,99 €",Management,https://sandbox.oxylabs.io/products/1566, Square Enix,N/A,singleplayer
ToeJam & Earl: Back in the Groove,"69,99 €",Government,https://sandbox.oxylabs.io/products/1567, Humanature Studios,N/A,multiplayer
Transport Fever 2,"74,99 €",Action,https://sandbox.oxylabs.io/products/1568, Urban Games,N/A,singleplayer
Lock On: Modern Air Combat,"74,99 €",Simulation,https://sandbox.oxylabs.io/products/1569, Eagle Dynamics,N/A,multiplayer
Mat Hoffman's Pro BMX 2,"79,99 €",Flight,https://sandbox.oxylabs.io/products/1570, Rainbow Studios,N/A,multiplayer
TransWorld Surf,"69,99 €",Modern Jet,https://sandbox.oxylabs.io/products/1571, Rockstar San Diego,N/A,
Monster Rancher Advance,"78,99 €",Combat,https://sandbox.oxylabs.io/products/1572, Tecmo,N/A,
The Devil Inside,"62,99 €",Sports,https://sandbox.oxylabs.io/products/1573, Cryo Interactive,N/A,
SaGa: Scarlet Grace - Ambitions,"69,99 €",Alternative,https://sandbox.oxylabs.io/products/1574, Square Enix,N/A,singleplayer
Atelier Ayesha Plus: The Alchemist of Dusk,"83,99 €",Biking,https://sandbox.oxylabs.io/products/1575, Gust,N/A,singleplayer
Super Chariot,"78,99 €",Sports,https://sandbox.oxylabs.io/products/1576, Frima Studio,N/A,singleplayer
Ketzal's Corridors,"76,99 €",Alternative,https://sandbox.oxylabs.io/products/1577, Keys Factory,N/A,
Antipole,"76,99 €",Surfing,https://sandbox.oxylabs.io/products/1578, Saturnine Games,N/A,singleplayer
Elemental Gearbolt,"76,99 €",Strategy,https://sandbox.oxylabs.io/products/1579, Alfa System,N/A,multiplayer
Riviera: The Promised Land,"86,99 €",Breeding/Constructing,https://sandbox.oxylabs.io/products/1580, Sting,N/A,singleplayer
JumpJet Rex,"70,99 €",Adventure,https://sandbox.oxylabs.io/products/1581, TreeFortress Games,N/A,singleplayer
Friday the 13th: Killer Puzzle,"72,99 €",General,https://sandbox.oxylabs.io/products/1582, Blue Wizard Digital,N/A,singleplayer
Life is Strange: Episode 4 - Dark Room,"86,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1583, DONTNOD Entertainment,N/A,
Clustertruck,"71,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/1584, LandFall Games,N/A,singleplayer
Contra ReBirth,"85,99 €",Console-style RPG,https://sandbox.oxylabs.io/products/1585, M2,N/A,singleplayer
WarioWare: Get It Together!,"81,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1586, Nintendo,N/A,singleplayer
Harvest Moon: Animal Parade,"88,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/1587, Natsume,N/A,singleplayer
Ratchet & Clank Future: Quest for Booty,"73,99 €",Action,https://sandbox.oxylabs.io/products/1588, Insomniac Games,N/A,singleplayer
Call of Duty: Modern Warfare - Reflex Edition,"81,99 €",Platformer,https://sandbox.oxylabs.io/products/1589, Treyarch,N/A,multiplayer
Persona 5 Strikers,"69,99 €",2D,https://sandbox.oxylabs.io/products/1590, Omega Force,N/A,singleplayer
Call of Duty: Black Ops II - Uprising,"50,99 €",General,https://sandbox.oxylabs.io/products/1591, Treyarch,N/A,
Miasmata,"76,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1592, IonFX,N/A,
Multiwinia: Survival of the Flattest,"86,99 €",Puzzle,https://sandbox.oxylabs.io/products/1593, Introversion,N/A,multiplayer
The Beginner's Guide,"75,99 €",Action,https://sandbox.oxylabs.io/products/1594, Davey Wreden,N/A,singleplayer
Pokken Tournament,"73,99 €",Action,https://sandbox.oxylabs.io/products/1595, Bandai Namco Games,N/A,multiplayer
The Outer Worlds: Murder on Eridanos,"70,99 €",Platformer,https://sandbox.oxylabs.io/products/1596, Obsidian Entertainment,N/A,
TENS!,"76,99 €",2D,https://sandbox.oxylabs.io/products/1597, Kwalee Ltd,N/A,singleplayer
Noita,"82,99 €",Action,https://sandbox.oxylabs.io/products/1598, Nolla Games,N/A,singleplayer
Minoria,"70,99 €",Shooter,https://sandbox.oxylabs.io/products/1599, Bombservice,N/A,singleplayer
Old School Musical,"76,99 €",Light Gun,https://sandbox.oxylabs.io/products/1600, La Moutarde,N/A,multiplayer
Chaos;Child,"84,99 €",Adventure,https://sandbox.oxylabs.io/products/1601, 5pb,N/A,singleplayer
Piczle Lines DX,"76,99 €",General,https://sandbox.oxylabs.io/products/1602, Score Studios,N/A,singleplayer
Battlefield 1: They Shall Not Pass,"49,99 €",Visual Novel,https://sandbox.oxylabs.io/products/1603, EA DICE,N/A,
ACA NeoGeo: Metal Slug 3,"77,99 €",Puzzle,https://sandbox.oxylabs.io/products/1604, SNK Playmore,N/A,singleplayer
Call of Duty: Infinite Warfare - Sabotage,"18,99 €",Action,https://sandbox.oxylabs.io/products/1605, Infinity Ward,N/A,
Werewolves Within,"69,99 €",Action,https://sandbox.oxylabs.io/products/1606, Ubisoft,N/A,multiplayer
Castle In The Darkness,"76,99 €",Shooter,https://sandbox.oxylabs.io/products/1607, Matt Kap,N/A,singleplayer
BioShock Infinite: Burial at Sea - Episode One,"82,99 €",First-Person,https://sandbox.oxylabs.io/products/1608, Irrational Games,N/A,
Volgarr the Viking,"78,99 €",Tactical,https://sandbox.oxylabs.io/products/1609, Crazy Viking Studios,N/A,singleplayer
Deathsmiles,"84,99 €",Action,https://sandbox.oxylabs.io/products/1610, Cave,N/A,
Bubble Bobble Plus!,"57,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1611, Taito Corporation,N/A,multiplayer
Chessmaster LIVE,"69,99 €",Shooter,https://sandbox.oxylabs.io/products/1612, Ubisoft Bulgaria,N/A,multiplayer
MVP 07 NCAA Baseball,"84,99 €",Compilation,https://sandbox.oxylabs.io/products/1613, EA Canada,N/A,multiplayer
Dominions II: The Ascension Wars,"72,99 €","""Shoot-Em-Up""",https://sandbox.oxylabs.io/products/1614, Illwinter Design Group,N/A,multiplayer
Spyro 2: Season of Flame,"71,99 €",Horizontal,https://sandbox.oxylabs.io/products/1615, Digital Eclipse,N/A,singleplayer
Harvest Moon: Save the Homeland,"86,99 €",Action,https://sandbox.oxylabs.io/products/1616, Victor Interactive Software,N/A,singleplayer
Boxing Fever,"76,99 €",Shooter,https://sandbox.oxylabs.io/products/1617, Digital Fiction,N/A,
Sega Bass Fishing 2,"83,99 €",First-Person,https://sandbox.oxylabs.io/products/1618, Wow Entertainment,N/A,
Toy Story Racer,"83,99 €",Tactical,https://sandbox.oxylabs.io/products/1619, Traveller's Tales,N/A,
Star Wars Episode I: Jedi Power Battles,"81,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1620, LucasArts,N/A,
Star Trek: Invasion,"76,99 €",Party / Minigame,https://sandbox.oxylabs.io/products/1621, Warthog,N/A,multiplayer
Twisted Metal,"79,99 €",Action,https://sandbox.oxylabs.io/products/1622, Eat Sleep Play,N/A,multiplayer
WindJammers,"68,99 €",Platformer,https://sandbox.oxylabs.io/products/1623, DotEmu,N/A,multiplayer
Super Mario Party,"71,99 €",2D,https://sandbox.oxylabs.io/products/1624, Nintendo,N/A,multiplayer
Mario & Luigi: Paper Jam,"74,99 €",Action,https://sandbox.oxylabs.io/products/1625, Nintendo,N/A,singleplayer
Divinity: Dragon Commander,"71,99 €",Shooter,https://sandbox.oxylabs.io/products/1626, Larian Studios Games,N/A,multiplayer
Penny Arcade Adventures: Episode One,"76,99 €",First-Person,https://sandbox.oxylabs.io/products/1627, Hothead Games,N/A,
Sushi Striker: The Way of Sushido,"77,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/1628, indieszero,N/A,multiplayer
Donkey Konga,"79,99 €",Arcade,https://sandbox.oxylabs.io/products/1629, Namco,N/A,multiplayer
Zuma's Revenge!,"70,99 €",Action,https://sandbox.oxylabs.io/products/1630, PopCap,N/A,singleplayer
MLB 12: The Show,"77,99 €",General,https://sandbox.oxylabs.io/products/1631, SCEA San Diego Studios,N/A,
The Denpa Men 2: Beyond the Waves,"64,99 €",Action,https://sandbox.oxylabs.io/products/1632, Genius Sonority Inc.,N/A,
Rush for Berlin,"75,99 €",Strategy,https://sandbox.oxylabs.io/products/1633, Stormregion,N/A,multiplayer
Masquerada: Songs and Shadows,"76,99 €",Real-Time,https://sandbox.oxylabs.io/products/1634, Witching Hour Studios,N/A,
Tales From Space: About a Blob,"76,99 €",Historic,https://sandbox.oxylabs.io/products/1635, DrinkBox Studios,N/A,multiplayer
Nioh: Dragon of the North,"77,99 €",General,https://sandbox.oxylabs.io/products/1636, Team Ninja,N/A,
Shadow Hearts: From the New World,"83,99 €",Strategy,https://sandbox.oxylabs.io/products/1637, Nautilus,N/A,singleplayer
PixelJunk SideScroller,"70,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1638, Q-Games,N/A,
Fantasy Strike,"75,99 €",Tactics,https://sandbox.oxylabs.io/products/1639, Sirlin Games,N/A,multiplayer
Azure Striker Gunvolt 2,"78,99 €",Action,https://sandbox.oxylabs.io/products/1640, Inti Creates,N/A,
Phoenix Wright: Ace Attorney - Justice for All,"86,99 €",Platformer,https://sandbox.oxylabs.io/products/1641, Capcom,N/A,singleplayer
Kirby Super Star Ultra,"88,99 €",2D,https://sandbox.oxylabs.io/products/1642, HAL Labs,N/A,singleplayer
Candleman: The Complete Journey,"63,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1643, Spotlightor Interactive,N/A,singleplayer
MAG,"82,99 €",Action RPG,https://sandbox.oxylabs.io/products/1644, Zipper Interactive,N/A,multiplayer
Metal Slug 3,"54,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1645, SNK,N/A,multiplayer
Momodora: Reverie Under the Moonlight,"73,99 €",Console-style RPG,https://sandbox.oxylabs.io/products/1646, Bombservice,N/A,singleplayer
Minutes,"72,99 €",Action,https://sandbox.oxylabs.io/products/1647, Red Phantom Games,N/A,
Spec Ops: The Line,"82,99 €",Shooter,https://sandbox.oxylabs.io/products/1648, Yager,N/A,
SingStar Vol. 2,"76,99 €",Scrolling,https://sandbox.oxylabs.io/products/1649, SCEE London Studio,N/A,singleplayer
SuperEpic: The Entertainment War,"78,99 €","""Shoot-Em-Up""",https://sandbox.oxylabs.io/products/1650, Numskull Games,N/A,singleplayer
Sundered: Eldritch Edition,"76,99 €",Horizontal,https://sandbox.oxylabs.io/products/1651, Thunder Lotus Games,N/A,singleplayer
Deponia Doomsday,"71,99 €",Action,https://sandbox.oxylabs.io/products/1652, Daedalic Entertainment,N/A,singleplayer
Dr. Mario Express,"73,99 €",Fighting,https://sandbox.oxylabs.io/products/1653, Arika,N/A,singleplayer
Ever Oasis,"81,99 €",2D,https://sandbox.oxylabs.io/products/1654, GREZZO,N/A,singleplayer
Final Fantasy Fables: Chocobo's Dungeon,"80,99 €",Action,https://sandbox.oxylabs.io/products/1655, h.a.n.d. Inc.,N/A,multiplayer
Phantasy Star Collection,"82,99 €",Platformer,https://sandbox.oxylabs.io/products/1656, Digital Eclipse,N/A,singleplayer
Beach Spikers: Virtua Beach Volleyball,"83,99 €",2D,https://sandbox.oxylabs.io/products/1657, Sega AM2,N/A,multiplayer
Pac-Man 99,"83,99 €",Adventure,https://sandbox.oxylabs.io/products/1658, Bandai Namco Games,N/A,multiplayer
EA Sports UFC 2,"57,99 €",First-Person,https://sandbox.oxylabs.io/products/1659, EA Sports,N/A,multiplayer
Pillars of Eternity: The White March - Part 1,"76,99 €",Visual Novel,https://sandbox.oxylabs.io/products/1660, Obsidian Entertainment,N/A,singleplayer
Room to Grow,"76,99 €",Modern,https://sandbox.oxylabs.io/products/1661, Mischka Kamener,N/A,singleplayer
Bombslinger,"71,99 €",Action,https://sandbox.oxylabs.io/products/1662, Mode4,N/A,singleplayer
Skylanders SuperChargers,"54,99 €",Platformer,https://sandbox.oxylabs.io/products/1663, Vicarious Visions,N/A,
Brave Story: New Traveler,"77,99 €",2D,https://sandbox.oxylabs.io/products/1664, Game Republic,N/A,singleplayer
ATV Offroad Fury Pro,"75,99 €",Driving,https://sandbox.oxylabs.io/products/1665, Climax Group,N/A,multiplayer
Fallout 3: The Pitt,"73,99 €",Racing,https://sandbox.oxylabs.io/products/1666, Bethesda Game Studios,N/A,singleplayer
Hot Shots Golf: World Invitational,"81,99 €",Simulation,https://sandbox.oxylabs.io/products/1667, Clap Hanz,N/A,multiplayer
The Sims 3,"75,99 €",Rally / Offroad,https://sandbox.oxylabs.io/products/1668, The Sims Studio,N/A,singleplayer
Broken Lines,"71,99 €",Automobile,https://sandbox.oxylabs.io/products/1669, PortaPlay,N/A,singleplayer
Bit.Trip Runner,"80,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1670, Gaijin Games,N/A,singleplayer
Ultimate Block Party,"76,99 €",First-Person,https://sandbox.oxylabs.io/products/1671, Magicpot,N/A,multiplayer
Cat Quest II: The Lupus Empire,"74,99 €",Western-Style,https://sandbox.oxylabs.io/products/1672, The Gentlebros,N/A,singleplayer
Kingdom Hearts: Chain of Memories,"87,99 €",Sports,https://sandbox.oxylabs.io/products/1673, Jupiter Corporation,N/A,singleplayer
Mighty Gunvolt Burst,"77,99 €",Traditional,https://sandbox.oxylabs.io/products/1674, Inti Creates,N/A,singleplayer
R.U.S.E.,"80,99 €",Individual,https://sandbox.oxylabs.io/products/1675, Eugen Systems,N/A,multiplayer
Burn Zombie Burn,"77,99 €",Golf,https://sandbox.oxylabs.io/products/1676, Doublesix,N/A,singleplayer
Elliot Quest,"72,99 €",Arcade,https://sandbox.oxylabs.io/products/1677, Ansimuz Games,N/A,
Rhythm Thief & the Emperor's Treasure,"81,99 €",Simulation,https://sandbox.oxylabs.io/products/1678, Sega,N/A,
7th Dragon III Code: VFD,"79,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1679, Sega,N/A,singleplayer
The Ship,"71,99 €",Virtual Life,https://sandbox.oxylabs.io/products/1680, Outerlight,N/A,singleplayer
EverQuest II: Kingdom of Sky,"66,99 €",Virtual,https://sandbox.oxylabs.io/products/1681, Sony Online Entertainment,N/A,multiplayer
LawBreakers,"58,99 €",Strategy,https://sandbox.oxylabs.io/products/1682, Boss Key Productions,N/A,multiplayer
Kingdom Come: Deliverance,"80,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1683, Warhorse Studios,N/A,singleplayer
Shadowrun Returns,"75,99 €",Tactics,https://sandbox.oxylabs.io/products/1684, Harebrained Schemes LLC,N/A,singleplayer
Star Fox Command,"70,99 €",Action,https://sandbox.oxylabs.io/products/1685, Q-Games,N/A,multiplayer
Lode Runner,"72,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1686, Southend Interactive,N/A,multiplayer
City Life,"75,99 €",Rhythm,https://sandbox.oxylabs.io/products/1687, Monte Cristo Multimedia,N/A,singleplayer
Days Gone,"86,99 €",Music,https://sandbox.oxylabs.io/products/1688, Sony Bend,N/A,singleplayer
Alien Front Online,"77,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1689, Sega,N/A,
Tokyo Xtreme Racer Zero,"88,99 €",Puzzle,https://sandbox.oxylabs.io/products/1690, Genki,N/A,multiplayer
Sega Smash Pack Volume 1,"75,99 €",General,https://sandbox.oxylabs.io/products/1691, Sega,N/A,
Mega Man Legends 2,"88,99 €",Action,https://sandbox.oxylabs.io/products/1692, Capcom,N/A,singleplayer
WWE Day of Reckoning 2,"61,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1693, Yuke's,N/A,multiplayer
Disney DuckTales Remastered,"80,99 €",General,https://sandbox.oxylabs.io/products/1694, WayForward,N/A,
Undertow,"76,99 €",Action RPG,https://sandbox.oxylabs.io/products/1695, Chair Entertainment,N/A,multiplayer
Streets of Rage 2,"85,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1696, Sega,N/A,multiplayer
Kung Fu Panda,"76,99 €",Action,https://sandbox.oxylabs.io/products/1697," Luxoflux, Inc.",N/A,singleplayer
"WarioWare, Inc.: Mega Party Game$!","81,99 €",Platformer,https://sandbox.oxylabs.io/products/1698, Nintendo,N/A,multiplayer
One Piece: Pirate Warriors 3 - Deluxe Edition,"82,99 €",3D,https://sandbox.oxylabs.io/products/1699, Koei Tecmo Games,N/A,multiplayer
Plants vs Zombies: Garden Warfare,"74,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1700, PopCap,N/A,multiplayer
Samurai Warriors 4,"77,99 €",Puzzle,https://sandbox.oxylabs.io/products/1701, Omega Force,N/A,multiplayer
The Wolf Among Us: Episode 2 - Smoke and Mirrors,"83,99 €",General,https://sandbox.oxylabs.io/products/1702, Telltale Games,N/A,
Field of Glory: Empires,"69,99 €",Action,https://sandbox.oxylabs.io/products/1703, AGEOD,N/A,multiplayer
Pathologic Classic HD,"88,99 €","""Beat-Em-Up""",https://sandbox.oxylabs.io/products/1704, Ice-Pick Lodge,N/A,singleplayer
The Bard's Tale,"78,99 €",3D,https://sandbox.oxylabs.io/products/1705, InXile Entertainment,N/A,singleplayer
Crimson Shroud,"80,99 €",General,https://sandbox.oxylabs.io/products/1706, Nex Entertainment,N/A,
OMNO,"69,99 €",Action,https://sandbox.oxylabs.io/products/1707, Jonas Manke,N/A,singleplayer
Hunt: Showdown,"67,99 €",Shooter,https://sandbox.oxylabs.io/products/1708, Crytek,N/A,singleplayer
Klaus,"72,99 €",Third-Person,https://sandbox.oxylabs.io/products/1709, La Cosa Entertainment,N/A,
Gigantic,"83,99 €",Tactical,https://sandbox.oxylabs.io/products/1710, Motiga,N/A,multiplayer
Behind the Frame: The Finest Scenery,"86,99 €",Action,https://sandbox.oxylabs.io/products/1711, Silver Lining Studio,N/A,singleplayer
Insurmountable,"76,99 €","""Beat-Em-Up""",https://sandbox.oxylabs.io/products/1712, ByteRockers' Games,N/A,singleplayer
Marvel's Spider-Man: The Heist,"68,99 €",3D,https://sandbox.oxylabs.io/products/1713, Insomniac Games,N/A,singleplayer
Dragon Age II: Mark of the Assassin,"55,99 €",Fantasy,https://sandbox.oxylabs.io/products/1714, BioWare,N/A,
NHL Slapshot,"85,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1715, EA Sports,N/A,
Red Orchestra 2: Heroes of Stalingrad,"73,99 €",Adventure,https://sandbox.oxylabs.io/products/1716, Tripwire Interactive,N/A,multiplayer
Broken Age,"69,99 €",General,https://sandbox.oxylabs.io/products/1717, Double Fine Productions,N/A,singleplayer
The Flame in the Flood: Complete Edition,"62,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/1718, The Molasses Flood,N/A,
